analysis_tag,dataset,cell_type,cell_count,rarity_group,panel_mode,sample_size,n_edges,n_tfs,n_targets,stability_spearman_mean,stability_spearman_std,topk_jaccard_mean,topk_jaccard_std,null_auc_mean,null_auc_std,null_auc_cellperm_mean,null_auc_cellperm_std,null_auc_geneshuffle_mean,null_auc_geneshuffle_std,null_auc_conservative_mean,null_auc_conservative_std,null_tail_gap_mean,null_tail_gap_std,null_tail_gap_cellperm_mean,null_tail_gap_cellperm_std,null_tail_gap_geneshuffle_mean,null_tail_gap_geneshuffle_std,null_tail_gap_conservative_mean,null_tail_gap_conservative_std,mean_detected_genes,tf_detection_rate,target_detection_rate,median_tf_variance,is_reliable,failure_mode
adaptive_panel,lung,capillary endothelial cell,7243,abundant,adaptive_panel,5794,409,77,243,0.8785492918152997,0.02452517696700961,0.783444499376985,0.0318368419105722,0.6114733591979962,0.013159488303410218,0.6114733591979962,0.013159488303410218,0.5039092156311835,0.019970542590206454,0.5039092156311835,0.019970542590206454,0.04245688812807202,0.00404034241023716,0.04245688812807202,0.00404034241023716,-0.117020427249372,0.03999049529279463,-0.117020427249372,0.03999049529279463,51.06889410465277,0.23521142670666348,0.1805432689658072,0.08471953123807907,False,Null-overlap (weak signal)
adaptive_panel,lung,basal cell,4015,abundant,adaptive_panel,3212,409,77,243,0.9430573458696184,0.010997139677210195,0.8258465055044791,0.03194239346593206,0.6400626042407684,0.009138840106650921,0.6400626042407684,0.009138840106650921,0.5148993310656919,0.008506003673796291,0.5148993310656919,0.008506003673796291,0.11411826405674219,0.007501853395712554,0.11411826405674219,0.007501853395712554,-0.22455750033259392,0.043887860696255075,-0.22455750033259392,0.043887860696255075,47.09887920298879,0.21999320729084115,0.15574927355749274,0.05577971041202545,False,Null-overlap (weak signal)
adaptive_panel,lung,pulmonary alveolar type 1 cell,3116,abundant,adaptive_panel,2493,409,77,243,0.893760731754562,0.02281791966207324,0.7525661287978134,0.050646400411446704,0.567344019942492,0.01432861733593995,0.567344019942492,0.01432861733593995,0.5113846611390415,0.012062556804566867,0.5113846611390415,0.012062556804566867,0.05472675431519747,0.007873728747792283,0.05472675431519747,0.007873728747792283,-0.1615224638953805,0.02867135578733328,-0.1615224638953805,0.02867135578733328,38.260269576379976,0.12969508027274396,0.13682731369224024,0.004354998003691435,False,Null-overlap (weak signal)
adaptive_panel,lung,intermediate monocyte,2785,abundant,adaptive_panel,2228,409,77,243,0.9512368513683291,0.009760984120165728,0.8768690811392489,0.019035452728912956,0.6325834225046478,0.0057782961525636506,0.6325834225046478,0.0057782961525636506,0.5462772968836866,0.007700298966635055,0.5462772968836866,0.007700298966635055,0.10425459127873182,0.00283852305107633,0.10425459127873182,0.00283852305107633,-0.13290743716061115,0.06788134932315011,-0.13290743716061115,0.06788134932315011,55.57737881508079,0.19517358763319265,0.20456590642108297,0.04360538721084595,False,Null-overlap (weak signal)
adaptive_panel,lung,"CD4-positive, alpha-beta T cell",2124,abundant,adaptive_panel,1699,409,77,243,0.883618828571015,0.02336090418921897,0.6349812232080367,0.02624444252951713,0.5568388669364721,0.012127791547922465,0.5568388669364721,0.012127791547922465,0.5240803647754377,0.009619764582943047,0.5240803647754377,0.009619764582943047,0.0028783841989934444,0.013517116323930033,0.0028783841989934444,0.013517116323930033,-0.10030211415141821,0.04675867894340874,-0.10030211415141821,0.04675867894340874,28.95762711864407,0.14422677134541542,0.09450489409685894,0.01605663262307644,False,Null-overlap (weak signal)
adaptive_panel,lung,"CD8-positive, alpha-beta T cell",1898,intermediate,adaptive_panel,1518,409,77,243,0.8030490472879668,0.0655206490721095,0.6153004018372069,0.08344994216682236,0.5519615945624429,0.007045415283989067,0.5519615945624429,0.007045415283989067,0.5199622939843735,0.015495003972306354,0.5199622939843735,0.015495003972306354,0.02769094565883279,0.016807362403899358,0.02769094565883279,0.016807362403899358,-0.18676801957190037,0.12171288099973929,-0.18676801957190037,0.12171288099973929,29.53371970495258,0.13543990256319025,0.09829493467240803,0.00872386060655117,False,Null-overlap (weak signal)
adaptive_panel,lung,endothelial cell of artery,1754,intermediate,adaptive_panel,1403,409,77,243,0.9017661366763811,0.013791194139210034,0.7277407928644483,0.04054547108838065,0.578562792546673,0.007583211677347677,0.578562792546673,0.007583211677347677,0.5050300841099706,0.0049940791046410565,0.5050300841099706,0.0049940791046410565,0.03243036847561598,0.00707107304554207,0.03243036847561598,0.00707107304554207,-0.10817076079547405,0.02728165393757794,-0.10817076079547405,0.02728165393757794,57.53705815279361,0.2613988064387152,0.20414244220148187,0.09424802660942078,False,Null-overlap (weak signal)
adaptive_panel,lung,club cell,1747,intermediate,adaptive_panel,1398,409,77,243,0.9109104435566294,0.020798157025263,0.8212005528008613,0.03452774408336422,0.5959175728265613,0.008075829992336518,0.5959175728265613,0.008075829992336518,0.5274504426683246,0.014739193209447532,0.5274504426683246,0.014739193209447532,0.09298334550112486,0.007869174624620596,0.09298334550112486,0.007869174624620596,-0.21147636137902737,0.044992661030625145,-0.21147636137902737,0.044992661030625145,43.40927303949628,0.18269538132159768,0.14823059401066144,0.048270128667354584,False,Null-overlap (weak signal)
adaptive_panel,lung,classical monocyte,1569,intermediate,adaptive_panel,1255,409,77,243,0.8761668802017984,0.029461428131929028,0.7894808053391369,0.024873003164828343,0.6363984851836133,0.005381447529776673,0.6363984851836133,0.005381447529776673,0.530619137857856,0.01461018613372754,0.530619137857856,0.01461018613372754,0.07187655754387379,0.008792977046349675,0.07187655754387379,0.008792977046349675,-0.14201226830482483,0.03086207128922933,-0.14201226830482483,0.03086207128922933,46.80688336520077,0.15741683428107903,0.17145727272488834,0.04020839184522629,False,Null-overlap (weak signal)
adaptive_panel,lung,vein endothelial cell,1336,intermediate,adaptive_panel,1069,409,77,243,0.9266340660461757,0.016164069175397974,0.7421197100350387,0.02230254736102673,0.566186536426731,0.0032691825644507694,0.566186536426731,0.0032691825644507694,0.5137706165075532,0.010473060296677432,0.5137706165075532,0.010473060296677432,0.04550495557487011,0.009505349436520724,0.04550495557487011,0.009505349436520724,-0.11813238356262445,0.06308978650762792,-0.11813238356262445,0.06308978650762792,56.27395209580838,0.26074150400497703,0.20073125354229812,0.07271025329828262,False,Null-overlap (weak signal)
adaptive_panel,lung,basophil,1322,intermediate,adaptive_panel,1058,409,77,243,0.8495266980219679,0.021586958043546076,0.62043670685163,0.029448614124348797,0.5761107059379129,0.012313791865446245,0.5761107059379129,0.012313791865446245,0.523914102617751,0.009211706992003913,0.523914102617751,0.009211706992003913,0.017977274022996426,0.0072070984992270715,0.017977274022996426,0.0072070984992270715,-0.1491243876516819,0.07208347733186952,-0.1491243876516819,0.07208347733186952,36.83585476550681,0.16785861642140007,0.12174781942810183,0.018725361675024033,False,Null-overlap (weak signal)
adaptive_panel,lung,lung multiciliated epithelial cell,1209,intermediate,adaptive_panel,967,409,77,243,0.8738303352406387,0.014605182641492067,0.748371767968714,0.0311847628223778,0.5713970803617865,0.010052103581705692,0.5713970803617865,0.010052103581705692,0.5126217263167963,0.01494418086258855,0.5126217263167963,0.01494418086258855,0.06270157918334007,0.013317408880543372,0.06270157918334007,0.013317408880543372,-0.21290386840701103,0.05869942273351284,-0.21290386840701103,0.05869942273351284,36.34325889164599,0.17614643421095033,0.11668998287875229,0.0173781868070364,False,Null-overlap (weak signal)
adaptive_panel,lung,alveolar adventitial fibroblast,1113,intermediate,adaptive_panel,890,409,77,243,0.847898192852042,0.02981769425383119,0.6598067765179881,0.030065398072145314,0.5677520160687706,0.008490184420212392,0.5677520160687706,0.008490184420212392,0.5116906582337504,0.013191079629077307,0.5116906582337504,0.013191079629077307,0.023273011669516563,0.00815054305685283,0.023273011669516563,0.00815054305685283,-0.10426726099103689,0.0362216021601015,-0.10426726099103689,0.0362216021601015,50.27133872416891,0.25618137477975755,0.1638658724612603,0.09303534775972366,False,Null-overlap (weak signal)
adaptive_panel,lung,respiratory tract goblet cell,1040,intermediate,adaptive_panel,832,409,77,243,0.8960037271245701,0.02082685389529882,0.7039982196740825,0.03758022766106595,0.5737531459041971,0.005515222285953267,0.5737531459041971,0.005515222285953267,0.526186476647079,0.017461298148995635,0.526186476647079,0.017461298148995635,0.04608698282390833,0.008337385204412155,0.04608698282390833,0.008337385204412155,-0.12231484428048134,0.05147307955489488,-0.12231484428048134,0.05147307955489488,48.56730769230769,0.21751998001998002,0.16368708452041786,0.02272019349038601,False,Null-overlap (weak signal)
adaptive_panel,lung,natural killer cell,1019,intermediate,adaptive_panel,815,409,77,243,0.8868926941163575,0.027765747649143795,0.6298103115121902,0.03941361826787649,0.5172352209754844,0.0041053808760439115,0.5172352209754844,0.0041053808760439115,0.5234422169881816,0.013147576453278794,0.5149299681374454,0.004710507151342458,-0.03129071509465575,0.013603343448956926,-0.03129071509465575,0.013603343448956926,-0.09487646445631981,0.05745828106513462,-0.09487646445631981,0.05745828106513462,30.53091265947007,0.15784509896384283,0.09836158260539463,0.006953428499400616,False,Null-overlap (weak signal)
adaptive_panel,lung,pericyte,739,intermediate,adaptive_panel,591,409,77,243,0.8803296284673289,0.02442342280715895,0.6590423489909021,0.03577543402933394,0.5657258594819495,0.009217383158867455,0.5657258594819495,0.009217383158867455,0.525914852852386,0.01962469588817499,0.525914852852386,0.01962469588817499,0.03895924054086208,0.007837619190422846,0.03895924054086208,0.007837619190422846,-0.11794047616422176,0.051513801569974614,-0.11794047616422176,0.051513801569974614,40.979702300405954,0.22355587578862274,0.13618113678255012,0.12696970999240875,False,Null-overlap (weak signal)
adaptive_panel,lung,B cell,663,intermediate,adaptive_panel,530,409,77,243,0.8737065493379749,0.027267305006590928,0.608103377629949,0.04393700105020382,0.5209863941511588,0.006732092100111022,0.5209863941511588,0.006732092100111022,0.5154567763224753,0.012660070465333323,0.5108847537975024,0.009626015008155322,-0.009251241572201252,0.015668371470631926,-0.009251241572201252,0.015668371470631926,-0.19977601431310177,0.11217851157228362,-0.19977601431310177,0.11217851157228362,27.84313725490196,0.12885154061624648,0.09285018217480091,0.011143241077661514,False,Null-overlap (weak signal)
