score_pearson,rank_spearman,sign_flip_rate,median_abs_rank_shift,mean_abs_rank_shift,mean_abs_score_delta,dataset,method,integration_key,n_integration_classes
0.8999978299371416,0.8092878457645599,0.09758771929824561,828.0,1086.3845029239767,0.13773785490085927,Immune,harmony_batch,_scvi_batch,42
0.900264615227254,0.8227714795378276,0.0935672514619883,787.0,1047.2651072124756,0.13757726339347567,Immune,harmony_donor,donor_id,24
0.8897550044733556,0.7558656802246341,0.1128167641325536,916.5,1227.1101364522417,0.12241529671559757,Immune,harmony_method,method,2
0.8839327113693465,0.7565781078096538,0.09770955165692008,972.0,1252.1730019493177,0.15087542412069171,Lung,harmony_batch,_scvi_batch,7
0.8958776393111214,0.7950852000703184,0.08065302144249513,908.0,1151.1980994152048,0.14660058949758703,Lung,harmony_donor,donor_id,4
0.8997884340210068,0.7910135485045827,0.08637914230019493,896.0,1157.9912280701753,0.12905418191570714,Lung,harmony_method,method,2
0.8817189143213314,0.791225202238698,0.12711022840119166,837.0,1112.3324230387288,0.15205594055242933,Kidney,harmony_batch,_scvi_batch,2
0.8817329773814169,0.7913128797422736,0.1272343594836147,837.5,1111.9851042701093,0.15209561384146475,Kidney,harmony_method,method,2
